17.7,7.0,0.0,0.0
17.7,3.0,38.11300000000001,-3.458
17.7,5.0,17.148000000000003,-2.8615
17.7,6.0,16.543999999999997,0.5195000000000007
17.7,8.0,-6.819000000000003,0.7290000000000001
17.7,9.0,-26.13,-3.0385
17.8,7.0,0.0,0.0
17.8,3.0,38.30049999999997,-3.584
17.8,5.0,16.915999999999997,-3.0040000000000004
17.8,6.0,16.717499999999987,0.39400000000000013
17.8,8.0,-6.69400000000001,0.6034999999999995
17.8,9.0,-25.804500000000008,-3.165
17.9,7.0,0.0,0.0
17.9,5.0,16.6665,-2.995000000000002
17.9,6.0,16.941500000000005,0.4129999999999985
17.9,8.0,-6.518999999999984,0.6229999999999984
17.9,9.0,-25.436499999999995,-3.1460000000000017
18.0,7.0,0.0,0.0
18.0,5.0,16.392999999999994,-2.9530000000000003
18.0,6.0,17.208500000000008,0.4615
18.0,8.0,-6.29999999999999,0.6719999999999997
18.0,9.0,-25.033499999999997,-3.0980000000000003
18.1,7.0,0.0,0.0
18.1,5.0,16.224000000000004,-2.6334999999999997
18.1,6.0,17.649,0.7854999999999999
18.1,8.0,-5.909500000000001,0.9954999999999998
18.1,9.0,-24.467999999999996,-2.7750000000000004
18.2,7.0,0.0,0.0
18.2,5.0,16.00999999999999,-2.2715
18.2,6.0,18.111999999999995,1.1495000000000002
18.2,8.0,-5.495499999999986,1.3599999999999999
18.2,9.0,-23.892999999999997,-2.4115
18.3,7.0,0.0,0.0
18.3,5.0,15.718499999999999,-1.9684999999999997
18.3,6.0,18.565999999999995,1.4535
18.3,8.0,-5.089499999999994,1.6640000000000006
18.3,9.0,-23.3135,-2.0039999999999996
18.4,7.0,0.0,0.0
18.4,5.0,15.37400000000001,-1.7145000000000001
18.4,6.0,19.036500000000004,1.7064999999999984
18.4,8.0,-4.667999999999999,1.9169999999999998
18.4,9.0,-22.755000000000003,-1.6065
18.5,7.0,0.0,0.0
18.5,5.0,15.004000000000005,-1.472
18.5,6.0,19.549500000000023,1.947
18.5,8.0,-4.203999999999986,2.1585
18.5,9.0,-22.183500000000002,-1.177
18.5,10.0,-59.8895,2.4770000000000003
18.6,7.0,0.0,0.0
18.6,5.0,14.608999999999995,-1.2425
18.6,6.0,20.108000000000004,2.1740000000000004
18.6,8.0,-3.694499999999991,2.3855000000000004
18.6,9.0,-21.611999999999995,-0.6840000000000002
18.6,10.0,-59.116,2.7030000000000003
18.7,7.0,0.0,0.0
18.7,5.0,14.189000000000007,-1.046
18.7,6.0,20.710500000000025,2.3674999999999997
18.7,8.0,-3.140499999999996,2.5790000000000006
18.7,9.0,-21.02199999999999,-0.21050000000000013
18.7,10.0,-58.299,2.8955
18.8,7.0,0.0,0.0
18.8,5.0,13.749500000000026,-0.8665
18.8,6.0,21.363,2.543
18.8,8.0,-2.5364999999999966,2.755000000000001
18.8,9.0,-20.406999999999996,0.20299999999999985
18.8,10.0,-57.432,3.0700000000000003
18.9,7.0,0.0,0.0
18.9,5.0,13.308999999999997,-0.7050000000000003
18.9,6.0,22.07850000000002,2.7005000000000012
18.9,8.0,-1.8709999999999951,2.9120000000000004
18.9,9.0,-19.760000000000005,0.565
18.9,10.0,-56.5005,3.2265
19.0,7.0,0.0,0.0
19.0,5.0,12.886500000000005,-0.5625000000000004
19.0,6.0,22.860999999999997,2.8385
19.0,8.0,-1.136499999999998,3.0504999999999995
19.0,9.0,-19.0835,0.8984999999999999
19.0,10.0,-55.5,3.3634999999999993
19.1,7.0,0.0,0.0
19.1,5.0,12.4895,-0.4440000000000002
19.1,6.0,23.711000000000006,2.9519999999999995
19.1,8.0,-0.33549999999999613,3.164
19.1,9.0,-18.3795,1.1865
19.1,10.0,-54.434,3.4764999999999993
19.2,7.0,0.0,0.0
19.2,5.0,12.119999999999997,-0.3955000000000002
19.2,6.0,24.616499999999995,2.994999999999999
