17.7,47.1295,4.657
17.8,48.29600000000001,4.777
17.9,49.413,4.752000000000002
18.0,50.486,4.698
18.1,51.3865,4.3685
18.2,52.2645,3.999
18.3,53.1505,3.6895
18.4,54.021,3.431
18.5,54.848,3.1845
18.6,55.6305,2.952
18.7,56.3685,2.753
18.8,57.0565,2.572
18.9,57.682,2.4090000000000003
19.0,58.2395,2.2655000000000003
19.1,58.7305,2.1465
19.2,59.165,2.0975
19.3,59.55,2.0585
19.4,59.89149999999999,2.0285
19.5,60.1955,2.0045
19.6,60.467,1.9845
19.7,60.712,1.968
19.8,60.934,1.9545
19.9,61.1375,1.942
20.0,61.325,1.932
20.1,61.4995,1.923
20.2,61.6645,1.9155
20.3,61.81950000000001,1.908
20.4,61.962,1.9615
20.5,62.104,2.018
20.6,62.2625,2.0785
20.7,62.4465,2.143
20.8,62.65599999999999,2.212
20.9,62.89,2.2865
21.0,63.14750000000001,2.367
21.1,63.4275,2.452
21.2,63.73,2.543
21.3,64.054,2.6385
21.4,64.3995,2.739
21.5,64.7655,2.843
21.6,65.15299999999999,2.951
21.7,65.5605,3.0625
21.8,65.9885,3.176
21.9,66.4365,3.2925
22.0,66.90450000000001,3.4105
22.1,67.3925,3.531
22.2,67.9005,3.652
22.3,68.428,3.7735
22.4,68.975,3.896
22.5,69.54050000000001,4.0185
22.6,70.126,4.1415000000000015
22.7,70.72399999999998,4.2195
22.8,71.34049999999998,4.2665000000000015
22.9,71.97749999999998,4.3055
23.0,72.63550000000002,4.337
23.1,73.313,4.363
23.2,74.01,4.383
23.3,74.72550000000003,4.3985
23.4,75.4585,4.41
23.5,76.21000000000002,4.4190000000000005
23.6,76.9785,4.4255
23.7,77.76499999999999,4.4295
23.8,78.56800000000001,4.432
23.9,79.38900000000002,4.4335
24.0,80.226,4.4335
24.1,81.08000000000001,4.4325
24.2,81.95100000000001,4.431
24.3,82.838,4.4285
24.4,83.74100000000001,4.4265
24.5,84.661,4.423
24.6,85.596,4.42
24.7,86.54799999999999,4.4165
